Blood Status,Bravery,Intelligence,Loyalty,Ambition,Dark Arts Knowledge,Quidditch Skills,Dueling Skills,Creativity,House,Name,Surname,Age,ID
Half-blood,,8.0,9,5,1,0.0,5,7,Ravenclaw,Christopher,Gill,11.0,ed497193-24c7-4b4c-b4d9-9fbef1ce263d
Muggle-born,4.0,4.0,2,7,6,7.0,9,2,Slytherin,Matthew,Anderson,13.0,134567da-1db3-4ee7-8b8d-17a8ed297b93
Pure-blood,4.0,9.0,7,8,5,3.0,2,9,Ravenclaw,Larry,Ramirez,16.0,3ef3916b-7272-4c38-a31e-b6644808e80f
Muggle-born,4.0,5.0,10,0,5,8.0,0,6,Hufflepuff,Jeffrey,Bridges,11.0,deb0cca4-7a01-4991-9179-91479ea93ebb
Half-blood,4.0,6.0,6,5,0,7.0,2,2,Hufflepuff,Gina,Ramirez,13.0,2b068f46-7a63-4711-939a-2c497e1aaa83
Half-blood,4.0,5.0,0,7,9,7.0,10,2,Slytherin,Andrew,Reyes,12.0,2a3c71d0-f702-40a6-96a2-fdd16ad5cd27
Half-blood,3.0,6.0,1,7,0,,3,8,Ravenclaw,Jennifer,Stewart,18.0,f9ffe4fa-0935-4246-87aa-bca8b8a3b626
Half-blood,6.0,5.0,8,9,10,10.0,10,8,Slytherin,Kayla,Crane,16.0,96c3cff5-d3cb-493c-a486-2b9e1cf97f2b
Half-blood,3.0,9.0,0,10,7,9.0,8,6,Slytherin,Jessica,Williams,13.0,f7907407-3aba-49c4-b89d-1c0a9bea1e8f
Half-blood,9.0,8.0,1,8,3,7.0,10,5,Gryffindor,Ryan,Johnson,15.0,0f2c9183-dcb2-4834-b23f-25da793981b9
Pure-blood,3.0,4.0,4,9,10,8.0,8,3,Slytherin,Henry,Riley,18.0,960c1134-5e01-4f13-82f9-8bbf4c8babc8
Pure-blood,9.0,2.0,5,5,0,3.0,7,3,Gryffindor,Rickey,Johnson,18.0,86a1d0d8-7121-4e45-9005-066625fc36a2
Muggle-born,0.0,4.0,5,10,5,4.0,7,5,Ravenclaw,Nathan,Lovegood,14.0,55e76c0d-45d2-49d0-83c8-d6062ad4e9e7
Half-blood,1.0,9.0,6,5,2,2.0,3,7,Ravenclaw,Nathaniel,Villanueva,15.0,3057bbd5-feb7-489b-9254-b828096f51ad
Half-blood,5.0,4.0,9,6,5,4.0,3,6,Hufflepuff,Gloria,Ramirez,13.0,8901c4cf-8fb4-48f4-a92a-df4b4213d2ec
Muggle-born,7.0,10.0,0,2,6,0.0,3,10,Ravenclaw,Vanessa,Perez,11.0,3c7f76c3-0385-4325-8d62-bd74ab8331ad
Muggle-born,0.0,3.0,7,10,9,,9,3,Slytherin,Lisa,Collins,13.0,9c4b4ad7-b724-4505-9011-89449b727f59
Pure-blood,0.0,2.0,6,8,6,5.0,2,9,Hufflepuff,Caitlin,Jenkins,12.0,f0d99707-db7d-4e48-bad6-86a9c0d536ed
Pure-blood,4.0,0.0,10,5,1,1.0,5,6,Hufflepuff,Todd,Pitts,14.0,02049ad2-8ec0-4591-aacf-c1ae573a78e2
Muggle-born,7.0,3.0,5,7,7,8.0,5,1,Slytherin,Holly,Crane,17.0,2afed9b8-e008-4d6d-a8be-57e9e6b75c51
Half-blood,7.0,9.0,0,3,0,8.0,10,1,Gryffindor,Austin,Beard,16.0,40551713-1f35-470f-9eca-cc446b68028a
Half-blood,9.0,7.0,4,8,0,8.0,9,1,Gryffindor,Timothy,Cain,16.0,0bec9267-6587-4393-aa8c-48486100aea9
Half-blood,2.0,9.0,7,6,3,3.0,1,1,Hufflepuff,Anne,Shaw,11.0,e7b5dd27-074b-40ca-8413-9eb8caea0709
Muggle-born,5.0,4.0,8,10,9,6.0,9,6,Slytherin,Thomas,Kim,14.0,bbe0ad8f-7744-4707-a1dd-68f9aa3e486c
Half-blood,7.0,4.0,4,8,6,,7,4,Slytherin,Pamela,Simmons,16.0,d0171bf3-84ef-4210-ad18-a10638dfe794
Muggle-born,9.0,9.0,7,7,3,9.0,9,6,Gryffindor,Regina,Beard,16.0,4d6a1612-c120-4be7-b0dc-d885a1666a0e
Muggle-born,4.0,7.0,10,4,6,2.0,1,5,Hufflepuff,Gwendolyn,Hester,11.0,27c4de33-da38-49b3-b004-32302013edae
Muggle-born,8.0,7.0,10,4,3,8.0,2,6,Hufflepuff,Nicholas,Mccoy,18.0,9423fba9-098c-4baa-9d00-fe0b3b9a5e94
Pure-blood,4.0,5.0,6,7,6,9.0,10,5,Slytherin,Mark,Ross,,528d216f-0770-480f-b555-b33e55468d13
Half-blood,1.0,8.0,1,10,10,7.0,9,5,Slytherin,Michael,Carey,12.0,7498d29a-9cbd-4627-82cf-58a3be4bd768
Pure-blood,4.0,,2,8,10,7.0,10,0,Slytherin,Jonathan,Love,,53c4c72e-cff9-4ec2-ba43-c15e3c6e3f2a
Half-blood,5.0,4.0,4,10,8,,8,5,Slytherin,Bonnie,Ross,,ad824a7b-c0f2-4b77-98e2-210f2cfcc6ea
Pure-blood,7.0,5.0,3,3,0,6.0,7,5,Gryffindor,Gail,Lee,17.0,70d9c94e-5c8a-498d-a043-f24c7ee8a351
Muggle-born,9.0,4.0,10,3,3,5.0,7,6,Hufflepuff,Anthony,Williams,13.0,af955d82-92a5-4680-a6fe-6b850fcf5a57
Pure-blood,3.0,10.0,1,3,4,5.0,5,9,Ravenclaw,Albert,Deleon,,f562df75-6c03-4c77-95fa-b3d8d4207cc6
Pure-blood,9.0,0.0,2,0,4,7.0,10,1,Gryffindor,Taylor,White,11.0,8c5b86f9-e8c2-4b39-921c-141d5c6b7a82
Pure-blood,4.0,0.0,10,6,2,1.0,4,4,Hufflepuff,Dennis,Hester,15.0,92b0bb41-e5a7-47f4-a059-cfc991b9615b
Pure-blood,2.0,10.0,5,5,0,7.0,3,8,Ravenclaw,Jessica,Mccoy,11.0,6e9d8034-3e96-41ec-8ae4-177c78841be5
Pure-blood,9.0,1.0,6,2,3,10.0,7,7,Gryffindor,Jason,Mullen,18.0,b16226f6-148c-4c2d-ba43-2c4672e1a4ee
Pure-blood,4.0,8.0,3,4,1,6.0,8,9,Ravenclaw,Frank,Morris,13.0,d93c7944-e0e0-4c35-b33a-f5e667e3efc3
Half-blood,6.0,6.0,8,5,1,4.0,2,6,Hufflepuff,Kelsey,Carey,15.0,d68e8b9a-ee87-428a-9a34-a485ac179b87
Half-blood,5.0,10.0,6,4,6,5.0,1,10,Ravenclaw,Jennifer,Cabrera,14.0,21794328-cb74-43b2-a038-49b9c6f58a55
Pure-blood,8.0,10.0,3,5,3,3.0,2,9,Ravenclaw,Nancy,Stewart,14.0,eba7f551-0191-4c43-8ffc-c1b7a27faf94
Muggle-born,5.0,5.0,8,8,1,4.0,2,3,Hufflepuff,Kyle,Wilkerson,,58c31992-f9d1-4982-b2c9-569eec95cf34
Half-blood,7.0,5.0,1,1,6,10.0,10,4,Gryffindor,Abigail,Villarreal,16.0,627c6ad9-a534-48a4-a061-d7842768cbec
Half-blood,1.0,9.0,6,3,0,1.0,5,10,Ravenclaw,Susan,Jennings,13.0,0f2d4655-97d1-48b3-8f23-330d49849768
Pure-blood,0.0,10.0,7,3,0,9.0,6,6,Ravenclaw,Sarah,Collins,12.0,054baad3-3603-4bef-bf17-bc2b85d2e599
Half-blood,9.0,5.0,7,6,2,4.0,10,9,Slytherin,David,Malfoy,14.0,9adc3ea4-f9b0-49f7-9ab1-5cf97ff7dac8
Pure-blood,,2.0,1,10,9,8.0,8,6,Slytherin,Lori,Powers,18.0,9e0440e3-56b7-4413-bc81-cf7c9b35b471
Half-blood,2.0,9.0,4,6,0,6.0,2,6,Ravenclaw,Tim,Baker,16.0,fb656620-4a9f-4af6-b9ae-1eb2f5c6d6e2
Pure-blood,9.0,2.0,4,8,8,10.0,9,5,Slytherin,Emily,Ross,18.0,9c437e64-9db2-4a1c-b524-51ee0221e0a4
Muggle-born,2.0,9.0,7,5,4,1.0,0,10,Ravenclaw,Kimberly,Martinez,13.0,74c5413c-aaa7-4560-8545-7e68c96052be
Half-blood,8.0,7.0,5,1,1,6.0,7,3,Gryffindor,Kimberly,Franco,17.0,cf49781f-b4b1-4b02-a3d1-1e50cbc84703
Pure-blood,6.0,10.0,0,4,4,8.0,3,5,Ravenclaw,Jessica,Hall,12.0,2c25bb88-948f-4cba-8318-11ab92a569bd
Muggle-born,1.0,5.0,9,6,9,6.0,7,3,Slytherin,Krystal,Pham,15.0,670bc044-c4b5-4adb-af9e-ff6b58de12cd
Pure-blood,2.0,4.0,6,9,2,1.0,5,9,Hufflepuff,Vanessa,Riley,,7b19bcd3-f45f-4f33-b716-47a79cf72258
Half-blood,1.0,1.0,4,10,7,10.0,8,3,Slytherin,Ashley,,15.0,c5395c8d-ad8e-4eb0-9266-1a649c13ab32
Half-blood,1.0,4.0,0,10,10,8.0,10,7,Slytherin,Edgar,Jackson,15.0,36cb5849-c123-4ac9-bcdc-3e2c48f0bdf5
Half-blood,9.0,5.0,10,5,4,6.0,5,5,Hufflepuff,Suzanne,Carey,14.0,8ecb93db-d2e4-46c9-b823-2fec7c17a157
Pure-blood,9.0,,1,6,2,7.0,5,1,Gryffindor,Laura,Carey,14.0,f619644b-8fe5-4d23-b0f6-4ef95eb1a294
Pure-blood,7.0,3.0,8,2,0,8.0,9,5,Gryffindor,John,Scott,11.0,78aaf4cc-ed71-43b8-9390-522f9dec2221
Half-blood,10.0,5.0,4,5,2,8.0,10,5,Gryffindor,Fred,Burke,,4374d320-d328-4479-9b7f-901d4df8272d
Half-blood,4.0,5.0,4,10,7,8.0,10,4,Slytherin,Donna,Powers,17.0,d3e1c09f-98e5-4cf7-b85d-50bad2f5aa2f
Pure-blood,7.0,8.0,8,0,3,6.0,2,6,Ravenclaw,Lisa,Jackson,17.0,2b688453-ea92-4fa5-861d-6cc217930454
Muggle-born,4.0,1.0,8,9,9,5.0,7,5,Slytherin,Catherine,Anderson,15.0,66e6333c-8f01-4754-9e7a-c2dd4f2db2e5
Muggle-born,6.0,4.0,2,10,10,,7,2,Slytherin,Kaitlyn,Russell,16.0,e48e1aac-df49-4f1b-912e-1cab3f84d9eb
Half-blood,8.0,1.0,7,3,3,2.0,2,0,Hufflepuff,Katherine,Riley,14.0,8a594baf-2577-45d4-b6cf-3db9598472f7
Half-blood,6.0,3.0,6,7,5,,10,1,Gryffindor,Thomas,Williams,16.0,34fc4a1c-d536-41ca-8e57-de7bf7337102
Pure-blood,0.0,4.0,8,6,6,6.0,8,6,Hufflepuff,Julie,Kim,,343f2fdc-fe96-4750-81f2-b20b2a3eb97f
Half-blood,,8.0,5,9,7,9.0,7,1,Hufflepuff,Tiffany,Diggory,12.0,2a7195bb-6cb1-458a-9c86-90a4d83432e7
Half-blood,2.0,5.0,10,4,3,5.0,3,3,Hufflepuff,Anthony,Reilly,16.0,d08f0965-d1ce-436d-b3cf-46a5ea931341
Half-blood,10.0,0.0,6,4,3,4.0,6,0,Gryffindor,Amy,Bell,,79c5793c-b5f4-4cd8-9060-278426c0952c
Pure-blood,9.0,4.0,4,3,1,7.0,8,8,Gryffindor,Michael,Martinez,,80b6906b-ef3f-40ae-b953-0164bd017d64
Muggle-born,5.0,5.0,4,6,10,7.0,8,0,Slytherin,Daniel,Deleon,16.0,6f6ec157-991d-4f4d-aa7a-8b08b5f3a52e
Pure-blood,8.0,4.0,4,4,3,7.0,10,5,Gryffindor,Judith,Jenkins,18.0,b2763234-50c3-487a-9f02-094a05f75eef
Half-blood,1.0,5.0,6,8,7,9.0,9,4,Slytherin,Stephanie,Jenkins,11.0,995be726-0886-46f4-a581-746f2be804a7
Muggle-born,6.0,0.0,3,3,0,8.0,7,2,Gryffindor,Laura,Hines,16.0,ae376959-6b08-4862-87f3-630ea76c8499
Muggle-born,6.0,7.0,3,9,8,10.0,7,2,Slytherin,Melanie,Scott,15.0,174ac861-22a6-409f-bcf6-72fab6d09e55
Half-blood,9.0,2.0,0,5,8,4.0,7,5,Slytherin,Caroline,Villanueva,,b920bd2d-03e5-4db6-9acc-72b0fae245c4
Pure-blood,5.0,10.0,6,3,0,5.0,5,6,Ravenclaw,Jennifer,Crane,16.0,33e435b7-e519-42e3-9575-57b5fe60b1e7
Pure-blood,10.0,5.0,6,5,2,8.0,6,4,Gryffindor,Karen,Crane,,1fecb152-e086-4c67-907f-012ed29697af
Half-blood,6.0,7.0,4,2,3,2.0,8,10,Ravenclaw,Erika,Crane,17.0,ff175fd3-073d-4d2a-89b4-e5ccd38d6e08
Muggle-born,7.0,4.0,8,5,0,4.0,8,6,Gryffindor,Crystal,Watkins,12.0,762cf933-e0bb-4631-8f31-44fd000c408a
Muggle-born,6.0,8.0,10,3,2,3.0,8,1,Hufflepuff,Kathleen,Harris,15.0,2909bdfa-70cb-4112-b1bc-5b16552d0dbf
Half-blood,4.0,,5,8,10,9.0,9,3,Slytherin,Keith,Williams,15.0,61f47cd2-c21d-4aa6-bc70-f9ccb00e451a
Half-blood,4.0,0.0,0,10,8,9.0,9,8,Slytherin,Michael,Mullen,13.0,49d918ca-deed-4f9a-ba07-60b0e5ce4a23
Pure-blood,3.0,6.0,8,6,0,2.0,5,3,Hufflepuff,Megan,Shaw,11.0,98be3ec8-c0f3-47a2-bdf4-65b844e21efa
Pure-blood,10.0,4.0,6,3,2,7.0,10,4,Gryffindor,Michael,Baker,18.0,fd270ca0-7349-4a8e-933a-101a749902d2
Pure-blood,5.0,6.0,1,10,7,5.0,9,4,Slytherin,Olivia,Johnson,15.0,de41d7f2-dd65-4596-80eb-195ad0c4f8fc
Pure-blood,5.0,6.0,8,6,1,3.0,5,0,Hufflepuff,David,,14.0,8f203249-04c1-472c-898b-74444bbd565e
Pure-blood,7.0,3.0,2,3,7,6.0,9,1,Gryffindor,Shannon,Scott,11.0,8a6cd7ae-3370-4995-9665-adb498b2ad4a
Muggle-born,,7.0,7,9,8,6.0,9,5,Slytherin,Cory,Bradley,14.0,5dc70e94-390e-4e83-9827-78580d7c9ea0
Muggle-born,7.0,6.0,7,3,0,7.0,10,0,Gryffindor,Tiffany,Burke,14.0,ee7c5b88-f699-4c77-b989-b92317874000
Muggle-born,7.0,3.0,7,4,3,5.0,2,5,Hufflepuff,Johnny,Taylor,12.0,bde10e03-eb12-4e50-8248-9ef2599200c9
Pure-blood,4.0,2.0,6,10,10,8.0,9,7,Slytherin,Karen,Anderson,18.0,6f2ed94f-7fa6-4f8f-bc79-9f23ec653cfe
Muggle-born,4.0,7.0,8,6,5,5.0,3,10,Ravenclaw,Nathaniel,Beard,11.0,76063674-f225-46db-a193-137d08b78b62
Muggle-born,9.0,3.0,7,8,0,7.0,9,6,Gryffindor,Ronald,Riley,17.0,995f2957-cbaf-4a4c-a32e-b8a5198f69e4
Muggle-born,6.0,4.0,6,7,9,3.0,7,8,Slytherin,Ryan,Sherman,15.0,777c6f72-5f0c-4d33-9801-6aefe67df4dd
Muggle-born,10.0,5.0,3,2,0,6.0,8,8,Gryffindor,Christopher,Glenn,12.0,74e6dd6a-d2cb-4028-8c73-0b11bdf3a7e6
Muggle-born,6.0,7.0,9,2,3,6.0,5,2,Hufflepuff,Patricia,Williams,12.0,b237cee5-c3d0-4a03-bf44-df07e1ae8f6c
Pure-blood,7.0,4.0,10,4,1,2.0,3,3,Hufflepuff,Cynthia,Davis,13.0,0347edcf-0ba8-4a39-bb5c-8c8b7e48e545
Half-blood,4.0,7.0,7,4,1,3.0,6,0,Hufflepuff,Laura,Stewart,,216cd133-61db-441b-afae-7a2cebd153fd
Muggle-born,0.0,,5,10,8,4.0,8,3,Slytherin,Randy,Riley,,12b831e0-5a01-488c-83cd-65cc0467bbe9
Pure-blood,9.0,2.0,3,5,2,3.0,10,5,Gryffindor,Veronica,Gray,12.0,8948826c-2b46-4f45-996e-165fa9542d4c
Pure-blood,5.0,5.0,10,5,5,3.0,0,3,Hufflepuff,Chad,Ross,11.0,b2754a76-e7cf-45ea-a7a1-991f65bbc020
Half-blood,9.0,4.0,3,3,4,8.0,8,2,Gryffindor,Kenneth,Mullen,13.0,06515b4b-9516-4323-979a-982df75ed715
Pure-blood,4.0,7.0,5,4,4,2.0,0,10,Ravenclaw,Mark,Hall,11.0,1b3caad2-6281-40d8-8916-e3e29a283e25
Muggle-born,5.0,6.0,3,7,10,3.0,10,3,Slytherin,Melvin,Burke,16.0,3b41c6b4-4184-478b-9d02-2b67c50e000a
Muggle-born,5.0,7.0,2,5,2,,2,8,Ravenclaw,Caleb,Villanueva,11.0,1d5b2f4c-f0c5-4274-8475-328732768615
Pure-blood,2.0,6.0,6,0,4,4.0,2,9,Ravenclaw,Christopher,,12.0,e0aeec83-5f94-48c7-8919-d199c9976185
Half-blood,10.0,6.0,4,7,5,10.0,10,3,Gryffindor,Eric,Bell,12.0,33c48225-ecda-4772-934a-f23f0bfbdea6
Half-blood,4.0,0.0,10,3,3,0.0,4,4,Hufflepuff,Sara,Ellis,18.0,cf939df9-1b33-4d6b-acb4-c009c2dc95be
Pure-blood,7.0,0.0,10,0,0,0.0,7,6,Hufflepuff,Justin,Yang,17.0,44c6c4a3-d85b-41c7-b646-a2ee3fc27465
Half-blood,10.0,9.0,5,2,0,7.0,10,9,Gryffindor,Keith,Green,16.0,ee8a8050-52e5-4ced-b8ce-8423fa09aa67
Half-blood,10.0,8.0,4,5,3,8.0,8,6,Gryffindor,Abigail,Gray,16.0,2c803756-7c54-4a5a-abd9-c596472a03b1
Pure-blood,9.0,3.0,5,4,2,4.0,8,5,Gryffindor,Angela,Hines,13.0,10bdd35a-e226-4182-a590-c45d09321231
Half-blood,7.0,5.0,3,4,1,3.0,10,3,Gryffindor,Christopher,Taylor,17.0,29d40e12-b144-4e8e-9a08-9bd6a52d1332
Half-blood,8.0,10.0,4,6,0,1.0,1,6,Ravenclaw,Veronica,Morse,18.0,a08390c0-0857-40bb-bbaf-6b55bd5026a2
Pure-blood,5.0,2.0,1,9,6,7.0,5,9,Slytherin,Dustin,,13.0,e2ff2428-1235-40a3-945a-909ca0d5ea8d
Half-blood,4.0,10.0,7,5,1,7.0,9,10,Ravenclaw,Travis,Cabrera,,4e102f21-6818-46b7-9761-34965fae865c
Half-blood,3.0,4.0,10,4,2,4.0,2,5,Hufflepuff,John,Green,15.0,f81f6202-cfba-40f4-be0a-14fb3a841279
Half-blood,9.0,0.0,10,5,3,1.0,1,3,Hufflepuff,Jason,Glenn,17.0,fe3be6b9-94c4-4e18-872a-c56199782829
Half-blood,8.0,2.0,8,6,0,7.0,8,5,Gryffindor,Jennifer,Watkins,12.0,7df0b048-ec88-4664-8f7d-42ae9c2fac5c
Muggle-born,4.0,7.0,6,8,5,4.0,5,9,Ravenclaw,April,Green,14.0,5d42eff4-f94f-4cac-ab17-14da28bb037c
Pure-blood,0.0,4.0,7,6,0,6.0,6,4,Hufflepuff,Linda,Diggory,12.0,bdc773ae-334a-437f-b2b6-469b9dc1b887
Pure-blood,9.0,2.0,5,2,3,7.0,10,3,Gryffindor,Jeffrey,White,18.0,a8cb6322-fac4-4016-8d6c-bcfea0041d60
Muggle-born,3.0,10.0,9,2,2,4.0,9,9,Ravenclaw,Jeffrey,King,16.0,1a95d87a-1344-431f-99fb-c574da759523
Half-blood,7.0,4.0,2,6,10,7.0,5,4,Slytherin,Adam,Baker,17.0,99254020-eaad-4751-8ba3-9156830cc722
Muggle-born,2.0,1.0,10,1,3,4.0,5,4,Hufflepuff,Lisa,Boone,16.0,66ed741e-5290-4bea-83df-44ebb1541411
Half-blood,3.0,9.0,5,6,1,6.0,2,8,Ravenclaw,Daniel,Fernandez,11.0,8ab5d339-be65-4191-936a-0544f3050c49
Half-blood,2.0,7.0,1,2,2,5.0,6,5,Ravenclaw,Amy,Green,16.0,4b9dbb6a-82d6-4bc3-a1a2-c367a79dbdfe
Pure-blood,5.0,5.0,7,6,10,5.0,7,3,Slytherin,Gabrielle,Deleon,17.0,1125f288-48fd-411d-ac69-4663b6aa8faf
Pure-blood,2.0,10.0,6,1,4,0.0,5,7,Ravenclaw,Christopher,Bradley,15.0,2d081b93-0cce-4f18-9778-d591ab36a04c
Pure-blood,8.0,1.0,3,3,3,10.0,7,3,Gryffindor,Richard,Sherman,14.0,d5d0213c-6a4d-4bb8-9c7b-e5c8446aba0b
Half-blood,6.0,8.0,6,3,0,0.0,6,0,Hufflepuff,Joseph,Davis,16.0,c8414d93-7277-4afb-905c-0f2e1e53ccd4
Muggle-born,9.0,5.0,7,7,6,9.0,9,5,Slytherin,Candice,Jenkins,15.0,ba1e2bec-64e6-4a90-a308-8a1ee8ad289f
Pure-blood,4.0,2.0,6,6,10,7.0,7,4,Slytherin,Calvin,Sherman,15.0,9922e37c-1f29-446c-9ada-49f21cedf718
Muggle-born,2.0,7.0,2,9,7,10.0,9,0,Slytherin,Karen,Williams,12.0,2b8a508d-ce23-465a-a81d-94edd0701c1e
Muggle-born,1.0,1.0,6,10,5,5.0,9,2,Slytherin,Robert,Norris,17.0,a46ff26b-3257-49dd-bbf3-5d1d9178ccd1
Muggle-born,4.0,10.0,4,4,0,5.0,7,10,Ravenclaw,Alan,Norris,11.0,dc4d1ffa-3c1f-4811-a40a-d5aba8439a53
Half-blood,3.0,3.0,5,9,9,8.0,9,6,Slytherin,Bruce,Mccoy,,3a9bec64-5d7c-41ee-9fda-56bd7e2b31d3
Muggle-born,4.0,8.0,4,0,3,5.0,1,7,Ravenclaw,Timothy,Peterson,16.0,c7e0e583-b2d7-40cb-b1bf-de9f09aa9c85
Half-blood,5.0,3.0,8,7,5,3.0,3,5,Hufflepuff,Denise,Andrade,16.0,dff5c9aa-12a0-4bdd-be5d-7bc0da7d0a83
Muggle-born,2.0,10.0,8,0,4,9.0,3,9,Ravenclaw,Derek,Johnson,18.0,30aff6f9-9d85-4afb-b877-9b3d422a5c9c
Half-blood,4.0,1.0,8,5,4,7.0,3,1,Hufflepuff,Angel,Ramirez,12.0,667335ef-fdc5-4030-a200-2cad8c2483aa
Pure-blood,8.0,7.0,4,9,0,8.0,10,4,Gryffindor,Howard,Diaz,12.0,b3f76d27-80a2-4077-9a6f-08062b6b7be6
Pure-blood,4.0,6.0,0,5,10,4.0,9,0,Slytherin,Alicia,Morton,14.0,5486086f-8d0e-4085-b356-bd43f72c8a3c
Half-blood,1.0,9.0,2,1,5,2.0,0,6,Ravenclaw,Sarah,Baker,13.0,9e3a17f1-15aa-4bda-8329-81935e667050
Half-blood,5.0,7.0,0,3,6,7.0,2,8,Ravenclaw,Jason,Stewart,12.0,3938c771-fd34-4c73-9658-4966efea9a90
Half-blood,3.0,7.0,4,3,2,4.0,3,6,Ravenclaw,Rebecca,Garza,14.0,2842b0fe-d2ff-48a4-8127-91c4d3847ee7
Pure-blood,2.0,4.0,6,6,3,4.0,3,1,Hufflepuff,Amanda,Ramirez,17.0,66d2b63c-ade9-4b68-a604-f1ee858bd323
Half-blood,3.0,1.0,10,3,1,3.0,0,4,Gryffindor,Austin,Weasley,11.0,71a82034-cf25-45bb-8961-8d01c6991bdc
Pure-blood,6.0,1.0,9,5,2,3.0,3,5,Hufflepuff,Michele,Robles,18.0,eb15005a-50d2-4373-9d4d-2a0a84a40367
Pure-blood,3.0,5.0,5,1,1,8.0,3,8,Ravenclaw,Shannon,Perez,15.0,feda887a-f631-4ac5-8bd7-ab968de3ea6d
Pure-blood,5.0,5.0,10,1,6,,6,2,Hufflepuff,Maureen,,13.0,0934a97c-0c6a-46c7-b09c-d1097a7e5111
Half-blood,8.0,5.0,1,9,1,9.0,8,6,Gryffindor,Jennifer,Carey,17.0,9450ef96-2775-4b32-8209-e0c1e4946a0e
Pure-blood,4.0,5.0,3,6,8,8.0,10,0,Gryffindor,Kelly,Weasley,16.0,b7e3669a-bb60-46e9-8524-c7f0e3830738
Muggle-born,8.0,4.0,5,3,2,6.0,1,0,Hufflepuff,Erin,Diggory,18.0,ec6e1f4d-430a-4467-b15e-05236163b5a9
Pure-blood,2.0,8.0,7,4,1,4.0,3,0,Hufflepuff,Amy,Ryan,16.0,4b181142-2a59-4bd0-9197-ff0453dba180
Muggle-born,6.0,5.0,2,6,0,3.0,3,5,Slytherin,Regina,Malfoy,17.0,19cb70b0-3115-4471-8fd5-cd87daec12e8
Pure-blood,9.0,6.0,9,9,2,5.0,9,4,Gryffindor,Scott,Mullen,11.0,049d1c78-0281-4cfc-89a3-71078de15037
Half-blood,4.0,9.0,0,2,6,9.0,3,6,Ravenclaw,Roger,Villanueva,11.0,fd2e7c67-014c-4b83-bee3-6d0e252d6319
Muggle-born,3.0,7.0,5,10,9,9.0,7,2,Slytherin,Lisa,Andrade,18.0,b713fb97-e912-46ef-b58b-9abe04894faf
Muggle-born,2.0,5.0,2,8,9,4.0,7,3,Slytherin,Benjamin,Diaz,14.0,d78622ab-016b-41a5-92cf-14b0c0b6afea
Muggle-born,3.0,10.0,5,2,7,6.0,4,10,Ravenclaw,Nicholas,Powers,11.0,c26fc397-2703-4bec-8c40-ace53943feff
Muggle-born,1.0,7.0,7,1,1,4.0,5,9,Hufflepuff,Dawn,Alvarez,17.0,e47a31e7-7e15-401b-8d45-023229c44a2e
Half-blood,7.0,7.0,3,8,3,4.0,7,5,Ravenclaw,Alicia,Hooper,18.0,ae5a3053-8b74-4c8b-a10e-76a384c2f33a
Pure-blood,5.0,3.0,6,2,1,5.0,6,4,Hufflepuff,Kimberly,,15.0,62b70eed-9d03-41d0-972b-144bc467ef65
Pure-blood,3.0,1.0,5,4,1,5.0,1,4,Hufflepuff,Eric,Collins,12.0,6a73a258-f44d-409c-bbe4-0f8c887ffb71
Pure-blood,4.0,10.0,0,3,0,0.0,6,9,Ravenclaw,Catherine,Love,16.0,01deb50a-5d83-41a6-bb63-81deba4c579a
Pure-blood,5.0,4.0,3,5,6,8.0,6,5,Slytherin,Deborah,Morris,13.0,30cd224b-7cb5-4269-81c7-525e0840b793
Pure-blood,4.0,4.0,3,8,10,10.0,7,7,Slytherin,Allen,Crane,18.0,96b83059-6ee6-44a0-9d17-55ed580496e9
Half-blood,5.0,10.0,3,9,2,,2,10,Ravenclaw,Catherine,Morris,16.0,bfda87f7-43b2-4ac6-bf3c-55da28587dd4
Muggle-born,0.0,6.0,7,4,4,2.0,4,6,Hufflepuff,Jessica,Villanueva,12.0,c10f0fd1-e4c2-4f41-95dd-680d9ecabfec
Half-blood,6.0,3.0,2,6,10,7.0,9,2,Slytherin,Dawn,Moreno,13.0,3290da4c-eb31-4592-b9bc-7e8f6de2cc97
Muggle-born,0.0,1.0,8,7,6,3.0,5,6,Hufflepuff,John,Green,15.0,d02bbd7d-3369-4453-8767-00d06118ca62
Muggle-born,1.0,2.0,8,7,9,10.0,10,0,Slytherin,Susan,Williams,12.0,c1d96323-e7dd-4b24-bd62-37e074d49d4c
Pure-blood,7.0,9.0,7,5,0,5.0,3,5,Hufflepuff,Drew,Riley,14.0,4abd25b6-c0e6-41df-a56c-ff017fe2ce1a
Pure-blood,2.0,2.0,8,4,4,8.0,1,5,Hufflepuff,Amber,Hartman,16.0,e560d426-a20a-4d54-b3ef-04efc4a157a6
Muggle-born,7.0,9.0,0,3,3,6.0,3,10,Ravenclaw,Antonio,Harris,15.0,5abb4dba-db6e-4b51-a331-eb98d9340bfa
Half-blood,10.0,2.0,7,4,4,7.0,8,2,Gryffindor,Gary,Garza,13.0,57c2e2d6-f9d4-4101-9fb3-1c80cb48e37c
Half-blood,2.0,7.0,3,4,4,5.0,6,9,Ravenclaw,Brian,Henderson,13.0,846fe644-8cdc-43fc-acbe-826776f7dfbe
Muggle-born,3.0,8.0,5,0,0,5.0,7,10,Ravenclaw,Lance,Johnson,11.0,65be9374-6c4d-42db-bffb-c291442e37e7
